Date,Open,High,Low,Close,Volume,OpenInt
12/29/1966,0.7166,0.7326,0.7166,0.7326,2766362,0
12/30/1966,0.7326,0.7488,0.7326,0.7408,1812443,0
1/3/1967,0.7408,0.7651,0.7408,0.7408,3446025,0
1/4/1967,0.7408,0.7488,0.7408,0.7408,2277479,0
1/5/1967,0.7408,0.7488,0.7408,0.7408,2003227,0
1/6/1967,0.7408,0.7408,0.7326,0.7326,3064461,0
1/9/1967,0.7326,0.7326,0.7166,0.7166,6319704,0
1/10/1967,0.7166,0.7247,0.7085,0.7166,3398332,0
1/11/1967,0.7166,0.7247,0.7085,0.7166,3696430,0
1/12/1967,0.7166,0.7408,0.7166,0.7247,3541416,0
1/13/1967,0.7247,0.7247,0.7166,0.7247,2372867,0
1/16/1967,0.7247,0.7326,0.7247,0.7247,3624885,0
1/17/1967,0.7247,0.7408,0.7247,0.7408,2706741,0
1/18/1967,0.7408,0.7408,0.7326,0.7408,4662272,0
1/19/1967,0.7408,0.7408,0.7408,0.7408,2885601,0
1/20/1967,0.7408,0.7408,0.7326,0.7408,3601038,0
1/23/1967,0.7408,0.7488,0.7326,0.7408,3124079,0
1/24/1967,0.7408,0.7408,0.7247,0.7326,3422176,0
1/25/1967,0.7326,0.7408,0.7326,0.7408,4006448,0
1/26/1967,0.7408,0.7651,0.7326,0.7408,3434105,0
1/27/1967,0.7408,0.7408,0.7326,0.7408,2086691,0
1/30/1967,0.7408,0.7408,0.7326,0.7326,3601038,0
1/31/1967,0.7326,0.7408,0.7326,0.7326,3362559,0
2/1/1967,0.7326,0.7568,0.7326,0.7326,3541416,0
2/2/1967,0.7326,0.7408,0.7326,0.7408,2444411,0
2/3/1967,0.7408,0.7488,0.7408,0.7488,3732201,0
2/6/1967,0.7488,0.7488,0.7408,0.7488,3219473,0
2/7/1967,0.7488,0.7488,0.7408,0.7408,1776671,0
2/8/1967,0.7408,0.7568,0.7408,0.7408,3028685,0
2/9/1967,0.7408,0.7488,0.7247,0.7247,3493724,0
2/10/1967,0.7247,0.7408,0.7247,0.7326,4149541,0
2/13/1967,0.7326,0.7408,0.7247,0.7247,1955533,0
2/14/1967,0.7247,0.7326,0.7247,0.7247,4996141,0
2/15/1967,0.7247,0.7326,0.7247,0.7247,3815670,0
2/16/1967,0.7247,0.7247,0.7085,0.7085,4519186,0
2/17/1967,0.7085,0.7166,0.7085,0.7085,4686119,0
2/20/1967,0.7005,0.7005,0.6924,0.6924,6474714,0
2/21/1967,0.6924,0.6924,0.6843,0.6924,3887215,0
2/23/1967,0.6924,0.7085,0.6924,0.7085,4519186,0
2/24/1967,0.7085,0.7247,0.7085,0.7166,3100232,0
2/27/1967,0.7166,0.7247,0.7085,0.7166,3505649,0
2/28/1967,0.7166,0.7247,0.7085,0.7166,2957144,0
3/1/1967,0.7166,0.7247,0.7085,0.7247,4304552,0
3/2/1967,0.7247,0.7326,0.7166,0.7326,4113766,0
3/3/1967,0.7326,0.7326,0.7247,0.7326,2969069,0
3/6/1967,0.7326,0.7408,0.7247,0.7247,3291013,0
3/7/1967,0.7247,0.7326,0.7166,0.7247,2468261,0
3/8/1967,0.7326,0.7408,0.7326,0.7408,2504033,0
3/9/1967,0.7408,0.7568,0.7326,0.7568,6534337,0
3/10/1967,0.7568,0.7729,0.7488,0.7568,6570105,0
3/13/1967,0.7568,0.7568,0.7488,0.7568,3171773,0
3/14/1967,0.7568,0.7568,0.7408,0.7568,2563655,0
3/15/1967,0.7651,0.7729,0.7651,0.7729,3434105,0
3/16/1967,0.7729,0.7891,0.7651,0.7807,4304552,0
3/17/1967,0.7807,0.7807,0.7651,0.7729,2217859,0
3/20/1967,0.7729,0.7729,0.7568,0.7651,4149541,0
3/21/1967,0.7651,0.7651,0.7408,0.7408,2480187,0
3/22/1967,0.7408,0.7488,0.7408,0.7408,3696430,0
3/23/1967,0.7408,0.7408,0.7247,0.7326,4399947,0
3/27/1967,0.7326,0.7326,0.7247,0.7247,3136005,0
3/28/1967,0.7247,0.7247,0.7166,0.7247,5735428,0
3/29/1967,0.7247,0.7247,0.7085,0.7166,3672581,0
3/30/1967,0.7166,0.7166,0.7085,0.7085,3267166,0
3/31/1967,0.7085,0.7085,0.7005,0.7085,6009679,0
4/3/1967,0.7085,0.7085,0.7005,0.7005,3243322,0
4/4/1967,0.7005,0.7085,0.7005,0.7085,3696430,0
4/5/1967,0.7085,0.7166,0.7085,0.7166,3589114,0
4/6/1967,0.7166,0.7247,0.7166,0.7166,4316475,0
4/7/1967,0.7166,0.7247,0.7085,0.7166,2599427,0
4/10/1967,0.7085,0.7085,0.7005,0.7005,3660656,0
4/11/1967,0.7085,0.7166,0.7085,0.7085,3016764,0
4/12/1967,0.7085,0.7166,0.7005,0.7085,2909449,0
4/13/1967,0.7085,0.7326,0.7085,0.7247,6379322,0
4/14/1967,0.7247,0.7568,0.7247,0.7488,7023218,0
4/17/1967,0.7488,0.7729,0.7488,0.7651,4781514,0
4/18/1967,0.7651,0.7729,0.7651,0.7651,6093147,0
4/19/1967,0.7651,0.7729,0.7568,0.7651,3064461,0
4/20/1967,0.7651,0.7729,0.7651,0.7729,4900751,0
4/21/1967,0.7729,0.7891,0.7729,0.7891,5628114,0
4/24/1967,0.7891,0.7891,0.7891,0.7891,5067686,0
4/25/1967,0.7807,0.7807,0.7729,0.7807,3398332,0
4/26/1967,0.7807,0.7807,0.7729,0.7807,5246546,0
4/27/1967,0.7807,0.7891,0.7807,0.7891,2015151,0
4/28/1967,0.7891,0.7891,0.7891,0.7891,3744128,0
5/1/1967,0.7891,0.7891,0.7807,0.7891,2635197,0
5/2/1967,0.7891,0.7891,0.7729,0.7729,3624885,0
5/3/1967,0.7729,0.7729,0.7651,0.7729,2682892,0
5/4/1967,0.7729,0.7729,0.7651,0.7651,3326785,0
5/5/1967,0.7651,0.7729,0.7651,0.7729,3147929,0
5/8/1967,0.7729,0.7729,0.7651,0.7651,1907836,0
5/9/1967,0.7651,0.7729,0.7568,0.7568,3922982,0
5/10/1967,0.7568,0.7651,0.7488,0.7568,3565268,0
5/11/1967,0.7651,0.7729,0.7651,0.7729,2122467,0
5/12/1967,0.7729,0.7729,0.7568,0.7568,4769584,0
5/15/1967,0.7568,0.7651,0.7488,0.7488,5568494,0
5/16/1967,0.7488,0.7488,0.7488,0.7488,2027074,0
5/17/1967,0.7488,0.7568,0.7408,0.7408,3112157,0
5/18/1967,0.7408,0.7488,0.7408,0.7488,2205937,0
5/19/1967,0.7488,0.7488,0.7408,0.7488,1979380,0
5/22/1967,0.7408,0.7408,0.7247,0.7408,3446025,0
5/23/1967,0.7408,0.7408,0.7326,0.7408,4447642,0
5/24/1967,0.7408,0.7408,0.7166,0.7247,2623274,0
5/25/1967,0.7247,0.7326,0.7247,0.7326,1764749,0
5/26/1967,0.7326,0.7326,0.7247,0.7326,1466649,0
5/29/1967,0.7326,0.7326,0.7166,0.7247,1669356,0
5/31/1967,0.7247,0.7247,0.7085,0.7166,1550115,0
6/1/1967,0.7166,0.7247,0.7085,0.7166,3374480,0
6/2/1967,0.7166,0.7247,0.7085,0.7085,2670969,0
6/5/1967,0.7085,0.7085,0.7005,0.7005,3326785,0
6/6/1967,0.7005,0.7166,0.7005,0.7085,4853055,0
6/7/1967,0.7085,0.7247,0.7005,0.7085,5055765,0
6/8/1967,0.7085,0.7166,0.7005,0.7166,2778285,0
6/9/1967,0.7166,0.7166,0.7085,0.7166,1907836,0
6/12/1967,0.7166,0.7326,0.7085,0.7247,2039000,0
6/13/1967,0.7326,0.7568,0.7326,0.7568,4638426,0
6/14/1967,0.7568,0.7651,0.7326,0.7408,2814058,0
6/15/1967,0.7408,0.7408,0.7326,0.7326,2003227,0
6/16/1967,0.7326,0.7488,0.7326,0.7408,1752823,0
6/19/1967,0.7408,0.7408,0.7326,0.7326,1955533,0
6/20/1967,0.7326,0.7326,0.7247,0.7247,2599427,0
6/21/1967,0.7247,0.7247,0.7085,0.7085,2289403,0
6/22/1967,0.7166,0.7247,0.7166,0.7247,2158237,0
6/23/1967,0.7408,0.7488,0.7408,0.7488,3374480,0
6/26/1967,0.7488,0.7568,0.7166,0.7247,2587504,0
6/27/1967,0.7247,0.7408,0.7247,0.7408,2372867,0
6/28/1967,0.7408,0.7408,0.7326,0.7326,3112157,0
6/29/1967,0.7326,0.7326,0.7166,0.7247,3982605,0
6/30/1967,0.7247,0.7326,0.7247,0.7247,1812443,0
7/3/1967,0.7247,0.7247,0.7247,0.7247,1669356,0
7/5/1967,0.7247,0.7326,0.7247,0.7247,4507262,0
7/6/1967,0.7247,0.7247,0.7166,0.7247,2957144,0
7/7/1967,0.7247,0.7247,0.7166,0.7166,3219473,0
7/10/1967,0.7166,0.7247,0.7166,0.7166,3279091,0
7/11/1967,0.7166,0.7326,0.7166,0.7326,3100232,0
7/12/1967,0.7326,0.7488,0.7326,0.7408,2205937,0
7/13/1967,0.7488,0.7568,0.7488,0.7568,2432489,0
7/14/1967,0.7729,0.8131,0.7729,0.8131,9288772,0
7/17/1967,0.8131,0.8212,0.805,0.805,6009679,0
7/18/1967,0.805,0.8535,0.805,0.8455,8370627,0
7/19/1967,0.8373,0.8373,0.8293,0.8293,5294242,0
7/20/1967,0.8293,0.8535,0.8212,0.8535,3946833,0
7/21/1967,0.8615,0.8776,0.8615,0.8694,5950059,0
7/24/1967,0.8694,0.8694,0.8535,0.8615,3708354,0
7/25/1967,0.8615,0.8615,0.8455,0.8535,3922982,0
7/26/1967,0.8535,0.8615,0.8535,0.8615,2146313,0
7/27/1967,0.8615,0.8776,0.8535,0.8694,4340325,0
7/28/1967,0.8776,0.8858,0.8776,0.8858,4566880,0
7/31/1967,0.8858,0.9096,0.8858,0.9015,3565268,0
8/1/1967,0.9015,0.9015,0.8938,0.9015,2742513,0
8/2/1967,0.9015,0.9096,0.9015,0.9015,3362559,0
8/3/1967,0.8938,0.8938,0.8858,0.8938,4519186,0
8/4/1967,0.8938,0.8938,0.8938,0.8938,2015151,0
8/7/1967,0.8938,0.8938,0.8858,0.8858,1907836,0
8/8/1967,0.8858,0.8938,0.8858,0.8938,1895910,0
8/9/1967,0.8938,0.8938,0.8858,0.8938,1657434,0
8/10/1967,0.8938,0.8938,0.8858,0.8938,2301325,0
8/11/1967,0.8938,0.8938,0.8694,0.8776,4042228,0
8/14/1967,0.8776,0.8776,0.8455,0.8615,2897525,0
8/15/1967,0.8615,0.8615,0.8535,0.8615,2837906,0
8/16/1967,0.8615,0.8615,0.8535,0.8615,1717049,0
8/17/1967,0.8694,0.8776,0.8694,0.8776,2265555,0
8/18/1967,0.8776,0.8858,0.8776,0.8858,1728976,0
8/21/1967,0.8858,0.8858,0.8776,0.8858,1955533,0
8/22/1967,0.8858,0.8938,0.8858,0.8858,2849830,0
8/23/1967,0.8858,0.8858,0.8776,0.8858,1657434,0
8/24/1967,0.8858,0.8938,0.8858,0.8938,2122467,0
8/25/1967,0.8938,0.9015,0.8938,0.9015,3803747,0
8/28/1967,0.9015,0.9178,0.9015,0.9096,5222699,0
8/29/1967,0.9096,0.9096,0.8938,0.8938,1669356,0
8/30/1967,0.8938,0.9096,0.8938,0.9096,1812443,0
8/31/1967,0.9096,0.9178,0.9096,0.9096,5413485,0
9/1/1967,0.9096,0.9096,0.9015,0.9015,1633584,0
9/5/1967,0.9015,0.9096,0.9015,0.9015,1240089,0
9/6/1967,0.9015,0.9015,0.8938,0.9015,1967454,0
9/7/1967,0.9015,0.9178,0.9015,0.9178,2396717,0
9/8/1967,0.9178,0.9419,0.9178,0.9339,6224311,0
9/11/1967,0.9339,0.95,0.9339,0.9419,2515956,0
9/12/1967,0.9419,0.9419,0.926,0.926,1240089,0
9/13/1967,0.9339,0.9419,0.9339,0.9339,1430876,0
9/14/1967,0.9339,0.9419,0.9339,0.9339,1633584,0
9/15/1967,0.9339,0.95,0.9339,0.95,1252016,0
9/18/1967,0.95,0.9662,0.95,0.958,2205937,0
9/19/1967,0.958,0.958,0.95,0.958,3410255,0
9/20/1967,0.958,0.958,0.95,0.95,1478569,0
9/21/1967,0.95,0.95,0.9419,0.9419,2110543,0
9/22/1967,0.9419,0.95,0.9419,0.95,1669356,0
9/25/1967,0.95,0.95,0.9419,0.9419,1228169,0
9/26/1967,0.9419,0.9419,0.9096,0.9096,2050923,0
9/27/1967,0.9178,0.9339,0.9178,0.926,1562041,0
9/28/1967,0.9339,0.9419,0.9339,0.9339,1550115,0
9/29/1967,0.9339,0.9419,0.9339,0.9339,1347409,0
10/2/1967,0.9339,0.9419,0.9339,0.9339,1323560,0
10/3/1967,0.9339,0.9662,0.9339,0.958,3255244,0
10/4/1967,0.958,0.9662,0.95,0.958,2635197,0
10/5/1967,0.958,0.958,0.95,0.95,1383181,0
10/6/1967,0.95,0.95,0.9419,0.9419,1216242,0
10/9/1967,0.9419,0.9419,0.9178,0.926,2062844,0
10/10/1967,0.926,0.9339,0.9178,0.9178,2205937,0
10/11/1967,0.9178,0.926,0.9178,0.9178,906223,0
10/12/1967,0.9096,0.9096,0.8938,0.8938,1418951,0
10/13/1967,0.8938,0.9096,0.8776,0.9015,2909449,0
10/16/1967,0.9015,0.9015,0.8858,0.8858,1740902,0
10/17/1967,0.8858,0.9015,0.8858,0.9015,2062844,0
10/18/1967,0.9015,0.9096,0.8858,0.9096,1955533,0
10/19/1967,0.9096,0.9178,0.8938,0.8938,1633584,0
10/20/1967,0.8938,0.9015,0.8938,0.8938,1299713,0
10/23/1967,0.8938,0.9015,0.8776,0.8938,1788595,0
10/24/1967,0.8938,0.9096,0.8938,0.9015,2229783,0
10/25/1967,0.9015,0.9015,0.8858,0.9015,4471491,0
10/26/1967,0.9015,0.9178,0.9015,0.9178,3672581,0
10/27/1967,0.9178,0.9178,0.9096,0.9096,2885601,0
10/30/1967,0.9096,0.9096,0.9015,0.9015,1359331,0
10/31/1967,0.8938,0.8938,0.8858,0.8858,1919760,0
11/1/1967,0.8776,0.8776,0.8373,0.8373,4769584,0
11/2/1967,0.8373,0.8535,0.8373,0.8373,4173391,0
11/3/1967,0.8373,0.8455,0.8293,0.8293,1931684,0
11/6/1967,0.8293,0.8455,0.8212,0.8373,3243322,0
11/8/1967,0.8373,0.8615,0.8293,0.8293,3040613,0
11/9/1967,0.8293,0.8535,0.8293,0.8455,2241705,0
11/10/1967,0.8455,0.8615,0.8455,0.8535,3040613,0
11/13/1967,0.8535,0.8615,0.8373,0.8373,2277479,0
11/14/1967,0.8373,0.8455,0.8131,0.8212,3028685,0
11/15/1967,0.8212,0.8212,0.8131,0.8212,2289403,0
11/16/1967,0.8293,0.8535,0.8293,0.8535,4042228,0
11/17/1967,0.8535,0.8535,0.8455,0.8455,2587504,0
11/20/1967,0.8455,0.8455,0.8212,0.8373,3219473,0
11/21/1967,0.8455,0.8694,0.8455,0.8694,3255244,0
11/22/1967,0.8694,0.8776,0.8615,0.8694,2659046,0
11/24/1967,0.8694,0.8694,0.8535,0.8694,3601038,0
11/27/1967,0.8694,0.8858,0.8694,0.8694,3207546,0
11/28/1967,0.8694,0.8858,0.8694,0.8858,3243322,0
11/29/1967,0.8858,0.9015,0.8858,0.8938,2408643,0
11/30/1967,0.8938,0.8938,0.8694,0.8694,2074770,0
12/1/1967,0.8694,0.8694,0.8615,0.8615,1633584,0
12/4/1967,0.8615,0.8615,0.8535,0.8615,5008067,0
12/5/1967,0.8615,0.8694,0.8615,0.8615,1705127,0
12/6/1967,0.8615,0.8694,0.8615,0.8694,1931684,0
12/7/1967,0.8694,0.8694,0.8615,0.8615,2492110,0
12/8/1967,0.8615,0.8615,0.8293,0.8373,5640037,0
12/11/1967,0.8373,0.8455,0.8212,0.8212,2670969,0
12/12/1967,0.8212,0.8212,0.805,0.805,3028685,0
12/13/1967,0.805,0.8212,0.805,0.8212,3374480,0
12/14/1967,0.8212,0.8212,0.8131,0.8131,4185313,0
12/15/1967,0.8131,0.8131,0.797,0.805,4864977,0
12/18/1967,0.805,0.805,0.7891,0.797,5878517,0
12/19/1967,0.797,0.797,0.7891,0.797,4042228,0
12/20/1967,0.797,0.797,0.7891,0.797,4280705,0
12/21/1967,0.797,0.797,0.797,0.797,2909449,0
12/22/1967,0.797,0.797,0.7891,0.797,3219473,0
12/26/1967,0.797,0.797,0.7891,0.7891,3028685,0
12/27/1967,0.7891,0.797,0.7651,0.7729,4984218,0
12/28/1967,0.7729,0.7807,0.7729,0.7807,4435718,0
12/29/1967,0.7891,0.797,0.7891,0.797,6522413,0
1/2/1968,0.797,0.797,0.7891,0.797,1895910,0
1/3/1968,0.797,0.8131,0.797,0.797,2897525,0
1/4/1968,0.797,0.805,0.7891,0.7891,3219473,0
1/5/1968,0.797,0.805,0.797,0.797,2039000,0
1/8/1968,0.805,0.8212,0.805,0.8131,2384794,0
1/9/1968,0.8212,0.8293,0.8212,0.8212,2957144,0
1/10/1968,0.8212,0.8293,0.8212,0.8212,2289403,0
1/11/1968,0.8212,0.8293,0.8131,0.8131,2432489,0
1/12/1968,0.8131,0.8131,0.7891,0.797,2647122,0
1/15/1968,0.797,0.797,0.7807,0.797,2849830,0
1/16/1968,0.797,0.797,0.7807,0.7891,2050923,0
1/17/1968,0.7807,0.7807,0.7729,0.7807,4185313,0
1/18/1968,0.7807,0.7891,0.7729,0.7729,3374480,0
1/19/1968,0.7729,0.7891,0.7729,0.7807,3541416,0
1/22/1968,0.7807,0.7807,0.7729,0.7729,2933295,0
1/23/1968,0.7729,0.7729,0.7651,0.7651,3541416,0
1/24/1968,0.7651,0.7729,0.7651,0.7651,1812443,0
1/25/1968,0.7651,0.7651,0.7568,0.7568,3851441,0
1/26/1968,0.7568,0.7651,0.7568,0.7568,2253633,0
1/29/1968,0.7568,0.7651,0.7568,0.7568,1967454,0
1/30/1968,0.7568,0.7568,0.7488,0.7488,2694815,0
1/31/1968,0.7488,0.7488,0.7247,0.7326,3946833,0
2/1/1968,0.7326,0.7488,0.7326,0.7408,2670969,0
2/2/1968,0.7488,0.7651,0.7488,0.7568,2396717,0
2/5/1968,0.7568,0.7568,0.7408,0.7408,1502420,0
2/6/1968,0.7488,0.7568,0.7488,0.7488,2337096,0
2/7/1968,0.7488,0.7488,0.7408,0.7488,2504033,0
2/8/1968,0.7488,0.7488,0.7408,0.7408,2611348,0
2/9/1968,0.7408,0.7408,0.7247,0.7326,4423793,0
2/13/1968,0.7326,0.7326,0.7247,0.7247,2945223,0
2/14/1968,0.7247,0.7326,0.7247,0.7326,3362559,0
2/15/1968,0.7326,0.7326,0.7326,0.7326,2623274,0
2/16/1968,0.7326,0.7326,0.7247,0.7326,2873676,0
2/19/1968,0.7326,0.7326,0.7247,0.7247,2253633,0
2/20/1968,0.7247,0.7326,0.7247,0.7247,2229783,0
2/21/1968,0.7247,0.7326,0.7247,0.7326,3493724,0
2/23/1968,0.7326,0.7488,0.7326,0.7326,6057376,0
2/26/1968,0.7326,0.7326,0.7166,0.7247,2539803,0
2/27/1968,0.7247,0.7326,0.7166,0.7326,2992912,0
2/28/1968,0.7326,0.7326,0.7247,0.7247,3100232,0
2/29/1968,0.7247,0.7326,0.7247,0.7247,2718664,0
3/1/1968,0.7247,0.7326,0.7247,0.7247,1526268,0
3/4/1968,0.7247,0.7247,0.7085,0.7085,3839518,0
3/5/1968,0.7085,0.7247,0.7085,0.7166,2515956,0
3/6/1968,0.7166,0.7326,0.7166,0.7326,3434105,0
3/7/1968,0.7326,0.7326,0.7166,0.7247,2158237,0
3/8/1968,0.7247,0.7326,0.7166,0.7247,2229783,0
3/11/1968,0.7247,0.7408,0.7247,0.7326,2086691,0
3/12/1968,0.7326,0.7408,0.7247,0.7326,2241705,0
3/13/1968,0.7326,0.7326,0.7247,0.7326,2384794,0
3/14/1968,0.7326,0.7326,0.7247,0.7247,2015151,0
3/15/1968,0.7247,0.7488,0.7247,0.7326,2325174,0
3/18/1968,0.7326,0.7488,0.7247,0.7326,3565268,0
3/19/1968,0.7326,0.7326,0.7247,0.7247,3207546,0
3/20/1968,0.7247,0.7247,0.7247,0.7247,1490499,0
3/21/1968,0.7247,0.7326,0.7247,0.7247,1895910,0
3/22/1968,0.7247,0.7326,0.7166,0.7166,2659046,0
3/25/1968,0.7166,0.7166,0.7085,0.7166,2587504,0
3/26/1968,0.7166,0.7166,0.7085,0.7085,2027074,0
3/27/1968,0.7166,0.7247,0.7166,0.7166,2074770,0
3/28/1968,0.7166,0.7166,0.7085,0.7085,2492110,0
3/29/1968,0.7085,0.7247,0.7085,0.7166,2527879,0
4/1/1968,0.7326,0.7488,0.7326,0.7488,5151154,0
4/2/1968,0.7488,0.7488,0.7326,0.7408,3314862,0
4/3/1968,0.7408,0.7568,0.7408,0.7488,5830817,0
4/4/1968,0.7488,0.7568,0.7408,0.7488,3124079,0
4/5/1968,0.7488,0.7568,0.7408,0.7408,2897525,0
4/8/1968,0.7408,0.7488,0.7408,0.7488,1752823,0
4/10/1968,0.7651,0.7729,0.7651,0.7651,7249770,0
4/11/1968,0.7651,0.7729,0.7568,0.7729,4018377,0
4/15/1968,0.7651,0.7651,0.7568,0.7568,4841129,0
4/16/1968,0.7568,0.7729,0.7568,0.7729,8776041,0
4/17/1968,0.7729,0.7807,0.7729,0.7807,2456338,0
4/18/1968,0.7807,0.797,0.7807,0.7891,2682892,0
4/19/1968,0.7891,0.7891,0.7729,0.7807,3422176,0
4/22/1968,0.7729,0.7729,0.7568,0.7651,3195623,0
4/23/1968,0.7651,0.7729,0.7651,0.7651,2694815,0
4/24/1968,0.7651,0.7729,0.7651,0.7729,2599427,0
4/25/1968,0.7729,0.7891,0.7729,0.7807,2635197,0
4/26/1968,0.7807,0.797,0.7807,0.797,1967454,0
4/29/1968,0.797,0.797,0.7807,0.797,1979380,0
4/30/1968,0.797,0.805,0.797,0.797,1573964,0
5/1/1968,0.797,0.797,0.7729,0.7807,3636810,0
5/2/1968,0.7807,0.797,0.7729,0.7891,1883986,0
5/3/1968,0.7891,0.8131,0.7891,0.7891,4566880,0
5/6/1968,0.7807,0.7807,0.7729,0.7807,1728976,0
5/7/1968,0.7807,0.7807,0.7651,0.7729,2647122,0
5/8/1968,0.7729,0.7729,0.7651,0.7651,2086691,0
5/9/1968,0.7651,0.7651,0.7568,0.7651,2682892,0
5/10/1968,0.7651,0.7651,0.7568,0.7651,2456338,0
5/13/1968,0.7651,0.7651,0.7568,0.7568,2766362,0
5/14/1968,0.7568,0.7568,0.7488,0.7488,3624885,0
5/15/1968,0.7488,0.7568,0.7488,0.7568,3660656,0
5/16/1968,0.7568,0.7729,0.7568,0.7651,2194010,0
5/17/1968,0.7651,0.7651,0.7568,0.7568,1907836,0
5/20/1968,0.7568,0.7568,0.7488,0.7488,4042228,0
5/21/1968,0.7488,0.7488,0.7326,0.7408,5580420,0
5/22/1968,0.7408,0.7408,0.7247,0.7247,4137615,0
5/23/1968,0.7247,0.7326,0.7247,0.7247,4686119,0
5/24/1968,0.7247,0.7326,0.7247,0.7326,7023218,0
5/27/1968,0.7326,0.7408,0.7247,0.7247,2957144,0
5/28/1968,0.7247,0.7408,0.7247,0.7326,4674197,0
5/29/1968,0.7326,0.7326,0.7247,0.7326,3398332,0
5/31/1968,0.7326,0.7488,0.7326,0.7326,3672581,0
6/3/1968,0.7408,0.7488,0.7408,0.7488,2229783,0
6/4/1968,0.7488,0.7568,0.7488,0.7488,4507262,0
6/5/1968,0.7488,0.7651,0.7408,0.7408,6212386,0
6/6/1968,0.7408,0.7488,0.7408,0.7408,8537560,0
6/7/1968,0.7408,0.7488,0.7326,0.7408,5139230,0
6/10/1968,0.7408,0.7488,0.7408,0.7408,3779899,0
6/11/1968,0.7408,0.7408,0.7326,0.7326,3875290,0
6/13/1968,0.7408,0.7488,0.7408,0.7408,7524025,0
6/14/1968,0.7408,0.7408,0.7408,0.7408,3815670,0
6/17/1968,0.7408,0.7408,0.7326,0.7326,3231394,0
6/18/1968,0.7326,0.7408,0.7247,0.7247,4578805,0
6/20/1968,0.7247,0.7488,0.7247,0.7326,6188539,0
6/21/1968,0.7326,0.7326,0.7247,0.7247,7225925,0
6/24/1968,0.7247,0.7247,0.7247,0.7247,4006448,0
6/25/1968,0.7247,0.7247,0.7166,0.7166,6653570,0
6/27/1968,0.7166,0.7247,0.7166,0.7166,6522413,0
6/28/1968,0.7166,0.7166,0.7166,0.7166,4101844,0
7/1/1968,0.7166,0.7166,0.7085,0.7166,3159852,0
7/2/1968,0.7166,0.7166,0.7085,0.7085,9431863,0
7/3/1968,0.7085,0.7166,0.7085,0.7085,5294242,0
7/8/1968,0.7085,0.7247,0.7085,0.7247,6379322,0
7/9/1968,0.7247,0.7247,0.7166,0.7247,5663886,0
7/11/1968,0.7247,0.7408,0.7247,0.7247,14344535,0
7/12/1968,0.7247,0.7247,0.7166,0.7166,7118606,0
7/15/1968,0.7166,0.7247,0.7085,0.7166,5091535,0
7/16/1968,0.7166,0.7166,0.7085,0.7166,4519186,0
7/18/1968,0.7166,0.7166,0.7085,0.7085,6820508,0
7/19/1968,0.7085,0.7166,0.7005,0.7166,5592341,0
7/22/1968,0.7166,0.7166,0.7005,0.7005,4626501,0
7/23/1968,0.7005,0.7005,0.6924,0.7005,5675808,0
7/25/1968,0.7005,0.7005,0.6924,0.6924,7822124,0
7/26/1968,0.6924,0.7005,0.6924,0.7005,3803747,0
7/29/1968,0.7005,0.7005,0.7005,0.7005,5687736,0
7/30/1968,0.7005,0.7005,0.7005,0.7005,3112157,0
8/1/1968,0.7005,0.7005,0.6924,0.6924,5675808,0
8/2/1968,0.6924,0.7005,0.6843,0.6924,3553342,0
8/5/1968,0.6924,0.7005,0.6924,0.7005,2599427,0
8/6/1968,0.7005,0.7005,0.6924,0.6924,2909449,0
8/8/1968,0.6924,0.6924,0.6683,0.6762,8060605,0
8/9/1968,0.6762,0.6843,0.6683,0.6762,5163078,0
8/12/1968,0.6762,0.6843,0.6762,0.6843,3708354,0
8/13/1968,0.6843,0.6924,0.6843,0.6843,2766362,0
8/15/1968,0.6843,0.6843,0.6762,0.6762,4197236,0
